ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
82,Catherine,Kavanagh,50,Female,50,32,37,3,4,78,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your torso?,I scarred my torso when I was 43,Who was your first friend?,My first friend was Callum Kavanagh,What is your eldest sibling's age?,My eldest sibling is Libby who was born in the year 39,How old was your mother when she died?,My mother was 80 when she died,Housewife,3
83,Isaac,Carty,50,Male,50,35,36,0,4,66,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 36,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Campbell Mcshane?,No. Campbell and I don't share any friends,Soldier,3
84,Charlene,Mcneil,50,Female,50,39,45,2,4,81,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Hazel and my father was Innes,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Weaver,3
85,Kieran,Mcshane,51,Male,49,29,23,5,4,96,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I lost my left arm when I was 49,Who was your first friend?,My first friend was Hazel Mcshane,What is your eldest sibling's age?,My eldest sibling is Aiden who was born in the year 41,How old was your mother when she died?,My mother was 79 when she died,Farmer,3
86,Brodie,Mcneil,51,Male,49,49,46,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 18,What happened to your left leg?,I crippled my left leg when I was 32,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Smith,3
87,Jonathan,Mcneil,52,Male,48,52,56,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Hallie Carty?,No. Hallie and I don't share any friends,Who were your parents?,My mother was Melissa and my father was Frank,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Smith,4
88,Ruaridh,Potter,54,Male,46,41,43,0,4,Single,INTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 17,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Catherine Kavanagh,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Justin who was born 11 years after me,Hunter,3
89,Callum,Mcneil,56,Male,44,30,27,1,4,97,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Lilly Mcshane?,No. Lilly and I don't share any friends,Farmer,3
90,Daniel,Carty,56,Male,44,35,36,0,4,99,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 25,How old were you when you married Stephanie?,I married Stephanie when I was 25 and they were 18,What happened to your left leg?,I burned my left leg when I was 33,Who were your parents?,My mother was Evelyn and my father was Charles,Hunter,3
91,Callum,Kavanagh,56,Male,44,42,44,0,4,Single,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I burned my right leg when I was 29,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Hunter,3
92,Craig,Mcneil,57,Male,43,30,27,1,4,101,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 28,Who was your first friend?,My first friend was Jonathan Mcneil,What is your eldest sibling's age?,My eldest sibling is Cameron who was born in the year 32,How old was your mother when she died?,My mother was 85 when she died,Farmer,3
93,John,Carty,57,Male,43,54,59,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Luca Mcshane?,No. Luca and I don't share any friends,Who were your parents?,My mother was Ayla and my father was Eric,Soldier,4
94,Finn,Carty,58,Male,42,35,36,0,4,Single,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 20,What happened to your right leg?,I scarred my right leg when I was 24,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Soldier,3
95,Jacob,Mcneil,58,Male,24,48,55,0,4,Single,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father was 53 when he died,Who was your first friend?,My first friend was Joseph Carty,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Gerald who was born 5 years after me,How old was your mother when she died?,My mother was 75 when she died,Smith,4
96,Lorna,Mcshane,58,Female,42,49,46,5,4,85,ISTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 34 years old when she had me,Do you have any shared friends with Brodie Mcneil?,No. Brodie and I don't share any friends,Who were your parents?,My mother was Hope and my father was Rhys,Housewife,3
97,Poppy,Mcneil,62,Female,38,54,59,1,4,89,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Callum Mcneil,Farmer,4
98,Graham,Mcshane,62,Male,25,57,64,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lorraine who was born 7 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 28 years old when she had me,Smith,4
99,Stephanie,Carty,62,Female,38,68,62,0,4,90,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Kieran Mcshane?,No. Kieran and I don't share any friends,Who were your parents?,My mother was Linsey and my father was Fraser,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Housewife,4
100,Gerald,Mcneil,63,Male,37,48,55,0,4,Single,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your father when he died?,My father was 53 when he died,Who was your first friend?,My first friend was Joseph Carty,What is your eldest sibling's age?,My eldest sibling is Jacob who was born in the year 58,How old was your mother when she died?,My mother was 75 when she died,Hunter,4
101,Leah,Mcneil,63,Female,37,60,69,1,4,92,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Callum Kavanagh?,Yes. We have 1 shared friend. It's Jonathan Mcneil,Who were your parents?,My mother was Sophia and my father was Euan,Housewife,4
102,Aiden,Kavanagh,64,Male,36,42,44,1,3,116,ISFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I burned my left leg when I was 31,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Hunter,3
103,Theodore,Mcshane,64,Male,36,60,69,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I lost my left arm when I was 33,Who was your first friend?,My first friend was Aiden Kavanagh,What is your eldest sibling's age?,My eldest sibling is Leah who was born in the year 63,How old was your mother when she died?,My mother is actually still alive,Smith,4
104,Euan,Carty,64,Male,32,68,62,0,4,Single,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I lost my left leg when I was 27,What happened to your torso?,I lost my torso when I was 32,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 21 years old when she had me,Smith,4
105,Justin,Potter,65,Male,35,41,43,0,4,Single,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Alan Henderson?,No. Alan and I don't share any friends,Who were your parents?,My mother was Stephanie and my father was Garry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Farmer,3
106,Gordon,Carty,66,Male,34,54,59,0,4,Single,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Isaac Carty,What is your eldest sibling's age?,My eldest sibling is John who was born in the year 57,How old was your mother when she died?,My mother is actually still alive,Farmer,4
107,Kenzie,Mcshane,68,Male,32,67,70,0,4,Single,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Theodore Mcshane?,No. Theodore and I don't share any friends,Who were your parents?,My mother was Lilly and my father was Allan,Hunter,4
108,Oscar,Kavanagh,69,Male,31,42,44,2,4,117,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lorna Mcshane,Hunter,3
109,Lorraine,Mcshane,69,Female,31,57,64,2,4,110,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Graham who was born in the year 62,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 35 years old when she had me,Weaver,4
110,Innes,Mcshane,69,Male,31,76,75,2,4,109,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 26,Do you have any shared friends with Gordon Carty?,Yes. We have 1 shared friend. It's Poppy Mcneil,Who were your parents?,My mother was Aoife and my father was Campbell,How many friends do you have?,I have 4 friends,Hunter,4
111,Anna,Carty,70,Female,30,67,70,2,4,112,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Stephanie Carty,What is your eldest sibling's age?,My eldest sibling is Kenzie who was born in the year 68,Weaver,4
112,Frankie,Carty,70,Male,30,68,62,2,4,111,ESFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I lost my left leg when I was 25,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 27 years old when she had me,Smith,4
113,Callan,Carty,70,Male,30,79,77,0,3,Single,ESFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Jacob Mcneil?,No. Jacob and I don't share any friends,Who were your parents?,My mother was Hallie and my father was Joseph,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Smith,4
114,Charlene,Henderson,71,Female,29,49,46,1,4,115,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Charlene Mcneil,What is your eldest sibling's age?,My eldest sibling is Mark who was born in the year 49,How old was your mother when she died?,My mother is actually still alive,Weaver,3
115,Greg,Henderson,71,Male,29,65,73,1,4,114,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Kenzie Mcshane?,No. Kenzie and I don't share any friends,Who were your parents?,My mother was Julie and my father was Alan,Smith,4
116,Kathleen,Kavanagh,72,Female,28,68,62,1,4,102,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Euan Carty,Farmer,4
117,Ayla,Kavanagh,72,Female,28,82,78,2,4,108,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Luke who was born 1 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 22 years old when she had me,Weaver,4
118,Carter,Mcneil,73,Male,27,49,46,0,4,123,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Innes Mcshane?,No. Innes and I don't share any friends,Who were your parents?,My mother was Hope and my father was Rhys,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Smith,3
119,Luke,Kavanagh,73,Male,27,82,78,0,4,Single,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Greg Henderson,What is your eldest sibling's age?,My eldest sibling is Ayla who was born in the year 72,How old was your mother when she died?,My mother is actually still alive,Soldier,4
120,Clare,Mcshane,74,Female,26,52,56,1,4,121,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Oscar Kavanagh?,No. Oscar and I don't share any friends,Who were your parents?,My mother was Melissa and my father was Frank,Housewife,4
121,Steven,Mcshane,74,Male,26,57,64,1,4,120,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 51 when he died,Who was your first friend?,My first friend was Finn Carty,Soldier,4
122,Innes,Carty,76,Male,24,58,74,0,3,129,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Kimberley?,I married Kimberley when I was 24 and they were 18,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Kimberley who was born 5 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Farmer,4
123,Niamh,Mcneil,79,Female,21,54,59,0,4,118,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Carter Mcneil?,No. Carter and I don't share any friends,Who were your parents?,My mother was Ayla and my father was Eric,How many friends do you have?,I have 4 friends,Farmer,4
124,Linsey,Mcshane,79,Female,21,79,77,0,4,126,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 27 when he died,Who was your first friend?,My first friend was Innes Mcshane,What is your eldest sibling's age?,My eldest sibling is Callan who was born in the year 70,Weaver,4
125,Shirley,Mcneil,79,Female,21,84,81,0,4,Single,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Charlene Henderson?,No. Charlene and I don't share any friends,Housewife,4
126,Antony,Mcshane,80,Male,20,60,69,0,4,124,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Sophia and my father was Euan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Soldier,4
127,Alfie,Henderson,80,Male,20,65,73,0,3,Single,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Callum Kavanagh,What is your eldest sibling's age?,My eldest sibling is Greg who was born in the year 71,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Hunter,4
128,Melissa,Mcshane,80,Female,20,76,75,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Gerald Mcneil?,No. Gerald and I don't share any friends,Who were your parents?,My mother was Aoife and my father was Campbell,How many friends do you have?,I have 4 friends,Weaver,4
129,Kimberley,Carty,81,Female,19,58,74,0,4,122,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jill Carty,What is your eldest sibling's age?,My eldest sibling is Innes who was born in the year 76,Farmer,4
130,Lynn,Mcshane,81,Female,19,60,69,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Melissa Mcshane?,No. Melissa and I don't share any friends,Weaver,4
131,Kiera,Carty,81,Female,19,79,77,0,3,Single,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Hallie and my father was Joseph,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 27 when he died,Housewife,4
132,Jill,Carty,82,Female,18,79,77,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Kimberley Carty,What is your eldest sibling's age?,My eldest sibling is Callan who was born in the year 70,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver,4
133,Esme,Carty,84,Female,16,58,74,0,3,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Lorraine Mcshane?,No. Lorraine and I don't share any friends,Who were your parents?,My mother was Matilda and my father was Max,How many friends do you have?,I have 3 friends,Farmer,4
134,Janet,Mcneil,84,Female,16,101,92,0,3,Single,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Niamh Mcneil,Do you have any injuries to your head?,I've never had any serious injuries to my head,Weaver,4
135,Matthew,Henderson,85,Male,15,65,73,0,3,Single,ISTJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Oscar Kavanagh?,No. Oscar and I don't share any friends,Who were your parents?,My mother was Julie and my father was Alan,Child,4
136,Scott,Kavanagh,87,Male,13,82,78,0,3,Single,ISTP,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ayla Kavanagh,What is your eldest sibling's age?,My eldest sibling is Ayla who was born in the year 72,Child,4
137,Kristopher,Mcneil,87,Male,13,84,81,0,3,Single,ESFJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Antony Mcshane?,No. Antony and I don't share any friends,Who were your parents?,My mother was Charlene and my father was Robbie,Child,4
138,Carly,Henderson,88,Female,12,65,73,0,4,Single,ESTJ,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lynn Mcshane,What is your eldest sibling's age?,My eldest sibling is Greg who was born in the year 71,Child,4
139,Gavin,Mcshane,89,Male,11,109,110,0,4,Single,ESFJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Melissa Mcshane?,No. Melissa and I don't share any friends,Who were your parents?,My mother was Lorraine and my father was Innes,Child,5
140,Martin,Carty,89,Male,11,111,112,0,3,Single,ESTJ,How long have you been friends with Kiera?,I've been friends with Kiera since I was 1,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Kiera Carty,Child,5
141,Paul,Carty,91,Male,9,68,62,0,3,Single,ESFP,When were you born?,I was born in the year 91,How long have you been friends with Antony?,I've been friends with Antony since I was 5,What is your eldest sibling's age?,My eldest sibling is Stephanie who was born in the year 62,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,4
142,Bethany,Mcshane,91,Female,9,96,85,0,3,Single,ISFJ,When were you born?,I was born in the year 91,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Carter Mcneil?,No. Carter and I don't share any friends,Who were your parents?,My mother was Lorna and my father was Kieran,How many friends do you have?,I have 3 friends,Child,4
143,Georgia,Mcneil,91,Female,9,97,89,0,4,Single,ESFP,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Clare Mcshane,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Child,4
144,Kylie,Henderson,91,Female,9,114,115,0,2,Single,ESTJ,When were you born?,I was born in the year 91,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Lynn Mcshane?,No. Lynn and I don't share any friends,Who were your parents?,My mother was Charlene and my father was Greg,Child,5
145,Eric,Mcshane,92,Male,8,96,85,0,2,Single,ISTJ,Do you get along well with Innes?,I talked to Innes when I was 5 but we didn't work as friends,How long have you been friends with Ruaridh?,I've been friends with Ruaridh since I was 6,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child,4
146,Sara,Mcshane,93,Female,7,109,110,0,2,Single,ESFJ,How long have you been friends with Gavin?,I've been friends with Gavin since I was 1,Who was your first friend?,My first friend was Gavin Mcshane,What is your eldest sibling's age?,My eldest sibling is Gavin who was born in the year 89,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,5
147,Elliot,Mcshane,94,Male,6,76,75,0,2,Single,ESFJ,How old was your mother when she had you?,My mother was 47 years old when she had me,Do you have any shared friends with Carly Henderson?,No. Carly and I don't share any friends,Who were your parents?,My mother was Aoife and my father was Campbell,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,Child,4
148,Caitlin,Mcshane,94,Female,6,96,85,0,2,Single,ISFJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Gavin Mcshane,What is your eldest sibling's age?,My eldest sibling is Bethany who was born in the year 91,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,4
149,Norman,Mcshane,95,Male,5,96,85,0,3,Single,ISTJ,How long have you been friends with Elliot?,I've been friends with Elliot since I was 1,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Elliot Mcshane?,No. Elliot and I don't share any friends,Who were your parents?,My mother was Lorna and my father was Kieran,How many friends do you have?,I have 3 friends,Child,4
150,Niamh,Mcshane,95,Female,5,120,121,0,2,Single,ESFJ,How long have you been friends with Carly?,I've been friends with Carly since I was 1,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Carly Henderson,Do you have any injuries to your head?,I've never had any serious injuries to my head,Child,5
151,Eilidh,Mcshane,96,Female,4,96,85,0,2,Single,ISFJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Bethany Mcshane?,No. Bethany and I don't share any friends,Who were your parents?,My mother was Lorna and my father was Kieran,Child,4
152,Siobhan,Carty,96,Female,4,111,112,0,1,Single,ESFJ,How many friends do you have?,Norman is my only real friend.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Norman Mcshane,What is your eldest sibling's age?,My eldest sibling is Martin who was born in the year 89,Child,5
153,Robyn,Kavanagh,96,Female,4,116,102,0,1,Single,ISFJ,What happened to your left leg?,I crippled my left leg when I was 2,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Kristopher Mcneil?,No. Kristopher and I don't share any friends,Child,4
154,Jason,Kavanagh,96,Male,4,117,108,0,1,Single,ISTJ,Who were your parents?,My mother was Ayla and my father was Oscar,How many friends do you have?,Niamh is my only real friend.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Niamh Mcshane,Child,4
155,Eva,Carty,98,Female,2,79,77,0,1,Single,ESFJ,How long have you been friends with Arran?,I've been friends with Arran since I was 2,What is your eldest sibling's age?,My eldest sibling is Callan who was born in the year 70,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 49 years old when she had me,Child,4
156,Arran,Kavanagh,99,Male,1,117,108,0,1,Single,ISTJ,Do you have any shared friends with Eva Carty?,No. Eva and I don't share any friends,Who were your parents?,My mother was Ayla and my father was Oscar,How many friends do you have?,Eva is my only real friend.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Child,4
