ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
83,Sophie,Mcrae,6,Female,60,19,54,3,4,99,ISTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 23,Do you have any children?,I have 3 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Matilda Bissett?,No. Matilda and I don't share any friends,Farmer
84,Amelia,Thomas,7,Female,81,5,43,3,4,116,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I burned my left arm when I was 45,What happened to your torso?,I scarred my torso when I was 52,Who were your parents?,My mother was Ashley and my father was Paul,How many friends do you have?,I have 4 friends,Farmer
85,Blake,Priestley,7,Male,93,12,46,5,4,86,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 17,How old were you when you married Natalie?,I married Natalie when I was 19 and they were 18,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 74 when he died,Farmer
86,Natalie,Priestley,7,Female,67,15,53,5,4,85,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 19,Who was your first friend?,My first friend was Matilda Baird,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lorna who was born 3 years after me,How old was your mother when she died?,My mother was 71 when she died,Farmer
87,Mary,Niven,8,Female,51,6,41,2,4,110,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I crippled my torso when I was 22,Do you have any children?,I have 2 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Shannon Dalgleish?,No. Shannon and I don't share any friends,Farmer
88,Hazel,Caulfield,8,Female,81,11,44,1,4,92,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 49,Who were your parents?,My mother was Lynne and my father was Zak,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Farmer
89,Matthew,Dalgleish,8,Male,54,14,47,3,4,77,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Dawn?,I married Dawn when I was 18 and they were 22,What happened to your left leg?,I lost my left leg when I was 36,How old was your father when he died?,My father was 83 when he died,Who was your first friend?,My first friend was Katrina Bingham,Smith
90,Jasmine,Baird,8,Female,92,24,57,1,4,117,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Freya who was born 7 years after me,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Housewife
91,Stephen,Cassidy,8,Male,88,28,61,2,4,79,INFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 21,What happened to your right arm?,I scarred my right arm when I was 32,What happened to your left arm?,I crippled my left arm when I was 61,Do you have any shared friends with Jasmine Baird?,No. Jasmine and I don't share any friends,Smith
92,Kian,Caulfield,9,Male,75,11,44,1,4,88,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 32,Who were your parents?,My mother was Lynne and my father was Zak,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Soldier
93,Abbie,Frame,9,Female,83,20,60,1,4,108,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Carly Lang,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is David who was born 5 years after me,How old was your mother when she died?,My mother was 81 when she died,Weaver
94,Freya,Morris,9,Female,75,21,55,1,4,125,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Dawn Dalgleish?,No. Dawn and I don't share any friends,Who were your parents?,My mother was Ava and my father was Zak,Housewife
95,Joanne,Hair,9,Female,91,29,68,0,4,98,ISFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 85 when he died,Who was your first friend?,My first friend was Adrian Lang,Housewife
96,Katie,Priestley,10,Female,87,12,46,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Wayne who was born in the year 2,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Farmer
97,Lorna,Thomas,10,Female,82,15,53,0,4,101,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Katrina Bingham?,No. Katrina and I don't share any friends,Who were your parents?,My mother was Shelley and my father was Wesley,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Housewife
98,Donald,Hair,10,Male,74,22,51,0,4,95,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 24,How old was your father when he died?,My father was 29 when he died,Who was your first friend?,My first friend was Derek Mcrae,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lillie who was born 3 years after me,Hunter
99,Derek,Mcrae,10,Male,82,25,56,3,4,83,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 30,How old was your mother when she died?,My mother was 84 when she died,Do you have any children?,I have 3 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Hunter
100,Lacey,Grierson,11,Female,71,15,53,4,4,121,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I crippled my torso when I was 16,Do you have any shared friends with Katie Priestley?,No. Katie and I don't share any friends,Who were your parents?,My mother was Shelley and my father was Wesley,How many friends do you have?,I have 4 friends,Farmer
101,Patrick,Thomas,12,Male,77,3,39,0,4,97,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 40,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 81 when he died,Who was your first friend?,My first friend was Joanne Hair,Hunter
102,Ashley,Little,13,Female,69,2,35,5,4,119,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 29,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Aila who was born 3 years after me,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I have 5 wonderful children!,Farmer
103,Lyndsay,Lang,13,Female,87,5,43,5,4,111,ISFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Wayne Priestley?,No. Wayne and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Paul,How many friends do you have?,I have 4 friends,Housewife
104,Allan,Mcauley,13,Male,46,7,42,0,4,81,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I lost my right arm when I was 17,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 27 when he died,Who was your first friend?,My first friend was Amelia Thomas,Smith
105,Leanne,Duncanson,13,Female,87,8,40,1,4,132,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Alfie who was born in the year 5,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Housewife
106,Lillie,Hair,13,Female,82,22,51,0,4,Single,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 47,Do you have any shared friends with Bruce Gault?,No. Bruce and I don't share any friends,Who were your parents?,My mother was Mirren and my father was Jay,How many friends do you have?,I have 4 friends,Housewife
107,Elise,Dalgleish,13,Female,87,31,69,1,4,135,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 68 when he died,Who was your first friend?,My first friend was Lillie Hair,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Hope who was born 7 years after me,Housewife
108,Ciaran,Frame,14,Male,78,4,38,1,4,93,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 49,How old was your mother when she died?,My mother was 75 when she died,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Hunter
109,Sandra,Thomas,14,Female,70,19,54,3,4,122,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 21,Do you have any shared friends with Shaun Lang?,No. Shaun and I don't share any friends,Who were your parents?,My mother was Audrey and my father was Henry,How many friends do you have?,I have 4 friends,Weaver
110,David,Niven,14,Male,81,20,60,2,4,87,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I burned my right arm when I was 45,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Mary Niven,Soldier
111,Shaun,Lang,15,Male,21,1,36,5,4,103,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I lost my torso when I was 21,What is your eldest sibling's age?,My eldest sibling is Adrian who was born in the year 6,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I have 5 wonderful children!,Farmer
112,Kim,Niven,15,Female,84,20,60,4,4,143,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 33,What happened to your torso?,I scarred my torso when I was 49,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Blake Baird?,No. Blake and I don't share any friends,Weaver
113,Freya,Baird,15,Female,79,24,57,5,4,137,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Hayley and my father was Brodie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 67 when he died,Weaver
114,Cerys,Duncanson,15,Female,85,27,62,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Sophie Mcrae,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Connor who was born 5 years after me,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I don't have any children,Weaver
115,Aila,Husband,16,Female,84,2,35,4,4,140,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Robert Grierson?,No. Robert and I don't share any friends,Who were your parents?,My mother was Katie and my father was Stephen,How many friends do you have?,I have 4 friends,Weaver
116,Francis,Thomas,16,Male,45,3,39,3,4,84,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 42,What happened to your torso?,I lost my torso when I was 45,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 81 when he died,Smith
117,Brodie,Baird,16,Male,81,6,41,1,4,90,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Mary Niven,What is your eldest sibling's age?,My eldest sibling is Mary who was born in the year 8,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I just have the one child,Hunter
118,Aoife,Cassidy,16,Female,78,7,42,4,4,139,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with David Niven?,No. David and I don't share any friends,Who were your parents?,My mother was Kate and my father was Stephen,How many friends do you have?,I have 4 friends,Weaver
119,Lewis,Little,16,Male,79,23,58,5,4,102,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Ashley?,I married Ashley when I was 18 and they were 21,What happened to your right leg?,I scarred my right leg when I was 19,What happened to your left arm?,I burned my left arm when I was 58,Do you have any siblings?,Yes. but I only have one sibling,Soldier
120,Sofia,Bingham,16,Female,84,28,61,2,4,144,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Frankie Bingham,What is your eldest sibling's age?,My eldest sibling is Denise who was born in the year 4,How old was your mother when she died?,My mother was 86 when she died,Weaver
121,Robert,Grierson,16,Male,65,32,65,4,4,100,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 17,What happened to your right arm?,I burned my right arm when I was 55,Do you have any children?,I have 4 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Soldier
122,Cameron,Thomas,17,Male,83,3,39,3,4,109,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 26,Do you have any shared friends with Wendy Mcrae?,No. Wendy and I don't share any friends,Who were your parents?,My mother was Gracie and my father was Riley,How many friends do you have?,I have 4 friends,Soldier
123,Courtney,Mccrory,17,Female,83,10,37,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I burned my left leg when I was 26,What happened to your right arm?,I crippled my right arm when I was 54,What happened to your left arm?,I burned my left arm when I was 62,Do you have any siblings?,Yes. but I only have one sibling,Weaver
124,Niamh,Bingham,18,Female,25,9,45,0,4,149,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 91 when he died,Who was your first friend?,My first friend was Allan Mcauley,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Calum who was born 7 years after me,How old was your mother when she died?,My mother was 78 when she died,Farmer
125,Stephen,Morris,18,Male,82,21,55,1,4,94,INTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Abbie Frame?,No. Abbie and I don't share any friends,Who were your parents?,My mother was Ava and my father was Zak,Soldier
126,Lucie,Mclaren,18,Female,82,24,57,5,4,153,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 50,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 67 when he died,Weaver
127,Natalie,Bingham,18,Female,78,26,59,0,4,Single,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Paul Ralston,What is your eldest sibling's age?,My eldest sibling is Frankie who was born in the year 4,How old was your mother when she died?,My mother was 90 when she died,Do you have any children?,I don't have any children,Housewife
128,Kate,Stanners,19,Female,81,13,50,2,4,147,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Derek Mcrae?,No. Derek and I don't share any friends,Who were your parents?,My mother was Catherine and my father was Colin,How many friends do you have?,I have 4 friends,Housewife
129,Margaret,Bingham,19,Female,81,26,59,0,4,Single,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 31,What happened to your right arm?,I burned my right arm when I was 49,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 79 when he died,Weaver
130,Kimberly,Cassidy,20,Female,80,7,42,0,4,154,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Sofia Bingham,What is your eldest sibling's age?,My eldest sibling is Allan who was born in the year 13,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I don't have any children,Housewife
131,Natasha,Hair,20,Female,76,10,37,3,4,156,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 50,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Shaun Lang?,No. Shaun and I don't share any friends,Who were your parents?,My mother was Lily and my father was Matthew,Weaver
132,Connor,Duncanson,20,Male,80,27,62,1,4,105,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 23,What happened to your right arm?,I crippled my right arm when I was 65,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Hunter
133,Hope,Grierson,20,Female,80,31,69,1,4,148,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 66,How old was your father when he died?,My father was 68 when he died,Who was your first friend?,My first friend was Leanne Duncanson,What is your eldest sibling's age?,My eldest sibling is Elise who was born in the year 13,Weaver
134,Tracey,Stanners,21,Female,79,12,46,2,4,150,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I have 2 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Robert Grierson?,No. Robert and I don't share any friends,Weaver
135,Jay,Dalgleish,21,Male,79,14,47,1,4,107,INTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I scarred my torso when I was 31,What happened to your torso?,I burned my torso when I was 53,Who were your parents?,My mother was Shannon and my father was Harrison,How many friends do you have?,I have 4 friends,Soldier
136,Jessica,Hampson,21,Female,79,19,54,2,4,161,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 47,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 67 when he died,Who was your first friend?,My first friend was Natalie Priestley,Weaver
137,Dominic,Baird,22,Male,76,6,41,5,4,113,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Mary who was born in the year 8,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Farmer
138,Kimberley,Little,22,Female,78,23,58,0,4,Single,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Lorna Thomas?,No. Lorna and I don't share any friends,Who were your parents?,My mother was Alexandra and my father was Stewart,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife
139,Riley,Cassidy,22,Male,78,28,61,4,4,118,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 40,What happened to your left arm?,I burned my left arm when I was 55,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Francis Thomas,Soldier
140,Wesley,Husband,23,Male,77,8,40,4,4,115,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I burned my right arm when I was 49,What is your eldest sibling's age?,My eldest sibling is Alfie who was born in the year 5,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I have 4 wonderful children!,Farmer
141,Arya,Bates,23,Female,77,30,64,0,4,Single,INTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 26,What happened to your left arm?,I crippled my left arm when I was 65,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Matthew Dalgleish?,No. Matthew and I don't share any friends,Weaver
142,Frances,Priestley,24,Female,74,17,49,2,4,152,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Ann and my father was Taylor,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 81 when he died,Housewife
143,Neil,Niven,24,Male,76,20,60,4,4,112,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 21,What happened to your right leg?,I burned my right leg when I was 29,Who was your first friend?,My first friend was Shaun Lang,What is your eldest sibling's age?,My eldest sibling is Abbie who was born in the year 9,Hunter
144,Ruairidh,Bingham,24,Male,76,74,78,2,4,120,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 19,How old was your mother when she died?,My mother was 72 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 21 years old when she had me,Hunter
145,Summer,Lang,25,Female,75,5,43,1,4,168,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Courtney Mccrory?,No. Courtney and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Paul,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Weaver
146,Calum,Mair,25,Male,16,9,45,0,3,Single,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father was 91 when he died,Who was your first friend?,My first friend was Cameron Thomas,What is your eldest sibling's age?,My eldest sibling is Niamh who was born in the year 18,How old was your mother when she died?,My mother was 78 when she died,Smith
147,Harry,Stanners,25,Male,75,31,69,2,4,128,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any children?,I have 2 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Lacey Grierson?,No. Lacey and I don't share any friends,Who were your parents?,My mother was Victoria and my father was Wayne,Smith
148,Alan,Grierson,25,Male,75,32,65,1,4,133,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Cameron Thomas,Smith
149,Jude,Bingham,26,Male,56,26,59,0,4,124,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Niamh?,I married Niamh when I was 18 and they were 25,What happened to your left leg?,I scarred my left leg when I was 55,What is your eldest sibling's age?,My eldest sibling is Frankie who was born in the year 4,How old was your mother when she died?,My mother was 90 when she died,Farmer
150,Harrison,Stanners,26,Male,74,31,69,2,4,134,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Tracey?,I married Tracey when I was 18 and they were 23,What happened to your right leg?,I burned my right leg when I was 38,Do you have any children?,I have 2 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Hunter
151,Nova,Lang,26,Female,74,75,82,0,4,Single,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Courtney Mccrory?,No. Courtney and I don't share any friends,Who were your parents?,My mother was Carly and my father was Adrian,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Housewife
152,Harry,Priestley,26,Male,71,86,85,2,4,142,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 17,What happened to your left arm?,I crippled my left arm when I was 27,What happened to your right leg?,I burned my right leg when I was 42,What happened to your right arm?,I crippled my right arm when I was 59,Smith
153,Jordan,Mclaren,27,Male,73,24,57,5,4,126,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father was 67 when he died,Who was your first friend?,My first friend was Frances Priestley,What is your eldest sibling's age?,My eldest sibling is Jasmine who was born in the year 8,How old was your mother when she died?,My mother was 83 when she died,Soldier
154,Kenzie,Cassidy,27,Male,73,79,91,0,4,130,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Joanne Hair?,No. Joanne and I don't share any friends,Who were your parents?,My mother was Denise and my father was Stephen,Hunter
155,Ayla,Bingham,28,Female,72,5,43,2,4,166,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I crippled my torso when I was 47,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 79 when he died,Farmer
156,Jamie,Hair,28,Male,43,22,51,3,4,131,ESFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I burned my right arm when I was 16,Who was your first friend?,My first friend was Kate Stanners,What is your eldest sibling's age?,My eldest sibling is Donald who was born in the year 10,How old was your mother when she died?,My mother was 85 when she died,Smith
157,Nova,Frame,28,Female,72,70,71,2,4,174,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 65,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Eilidh Bates?,No. Eilidh and I don't share any friends,Weaver
158,Catherine,Dalgleish,28,Female,72,77,89,0,4,Single,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 65,Who were your parents?,My mother was Dawn and my father was Matthew,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver
159,Hope,Baird,30,Female,20,4,38,0,4,189,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 80 when he died,Who was your first friend?,My first friend was Sandra Thomas,What is your eldest sibling's age?,My eldest sibling is Ciaran who was born in the year 14,How old was your mother when she died?,My mother was 75 when she died,Farmer
160,Lexie,Priestley,30,Female,70,6,41,0,4,173,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Tracey Stanners?,No. Tracey and I don't share any friends,Who were your parents?,My mother was Matilda and my father was Blake,Farmer
161,Frankie,Hampson,30,Male,70,15,53,2,4,136,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 73 when he died,Who was your first friend?,My first friend was Jordan Mclaren,Soldier
162,Emma,Duncanson,30,Female,70,27,62,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Cerys who was born in the year 15,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Weaver
163,Eilidh,Bates,30,Female,70,30,64,0,4,Single,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Natasha Hair?,Yes. We have 1 shared friend, Margaret Bingham,Who were your parents?,My mother was Charlotte and my father was Sam,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife
164,Jessica,Lang,31,Female,69,73,76,1,4,175,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 37 when he died,Who was your first friend?,My first friend was Frankie Hampson,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 33 when she died,Housewife
165,Shelley,Priestley,31,Female,69,86,85,0,4,Single,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Blake Priestley?,No. Blake and I don't share any friends,Who were your parents?,My mother was Natalie and my father was Blake,Weaver
166,Keiran,Bingham,33,Male,67,74,78,2,4,155,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I burned my right arm when I was 43,What happened to your left arm?,I crippled my left arm when I was 45,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Farmer
