ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
240,Jemma,Mcrae,57,Female,43,132,126,1,4,258,ISFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 73 when he died,Who was your first friend?,My first friend was Miley Compton,Housewife,3
241,Joanne,Little,57,Female,43,133,108,0,4,268,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Shannon who was born in the year 39,How old was your mother when she died?,My mother was 78 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 37 years old when she had me,Housewife,3
242,Mandy,Little,58,Female,42,112,106,4,4,273,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Lucy Mcrae?,No. Lucy and I don't share any friends,Who were your parents?,My mother was Helen and my father was Alistair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver,3
243,Aimee,Morris,58,Female,42,119,144,1,4,256,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 65 when he died,Who was your first friend?,My first friend was Louis Evans,What is your eldest sibling's age?,My eldest sibling is Emilia who was born in the year 55,How old was your mother when she died?,My mother is actually still alive,Weaver,3
244,Brandon,Compton,58,Male,42,152,153,2,4,229,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 34 years old when she had me,Do you have any shared friends with Owen Bates?,No. Owen and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Jon,Soldier,4
245,Maria,Evans,58,Female,42,179,181,0,4,Single,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Finn Mutch,Housewife,4
247,Sam,Mclay,59,Male,41,127,129,1,4,231,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 28,Do you have any shared friends with Jemma Mcrae?,No. Jemma and I don't share any friends,Who were your parents?,My mother was Patricia and my father was Callan,How many friends do you have?,I have 4 friends,Hunter,3
248,Jill,Stanners,59,Female,41,185,187,1,4,277,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I burned my left arm when I was 28,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jude Compton,Weaver,4
250,Keiran,Stark,60,Male,40,119,144,0,4,235,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 23,How old was your mother when she had you?,My mother was 43 years old when she had me,Do you have any shared friends with Ashleigh Compton?,No. Ashleigh and I don't share any friends,Who were your parents?,My mother was Julia and my father was Philip,Smith,3
251,Gerald,Evans,60,Male,40,123,124,2,4,236,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Eden Ritchie,Soldier,3
252,Piper,Little,61,Female,39,127,129,1,4,271,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Barrie who was born in the year 38,How old was your mother when she died?,My mother was 54 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 42 years old when she had me,Farmer,3
253,Zara,Husband,61,Female,39,128,139,1,4,278,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Harley Mutch?,No. Harley and I don't share any friends,Who were your parents?,My mother was Alyssa and my father was Jon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Weaver,3
254,Madison,Bates,61,Female,39,138,116,2,4,274,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Cora Duncanson,What is your eldest sibling's age?,My eldest sibling is Sophia who was born in the year 47,How old was your mother when she died?,My mother was 74 when she died,Housewife,3
255,Harley,Mutch,61,Female,39,152,153,0,4,279,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Zara Husband?,No. Zara and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Jon,Housewife,4
256,Arthur,Morris,61,Male,39,176,157,1,4,243,ENTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I lost my left arm when I was 39,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Smith,3
257,Shannon,Compton,61,Female,39,179,181,2,4,280,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Keiran Stark,What is your eldest sibling's age?,My eldest sibling is Holly who was born in the year 55,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Housewife,4
258,Corey,Mcrae,61,Male,39,185,187,1,4,240,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 17,What happened to your right leg?,I burned my right leg when I was 22,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Louis Mclaren?,No. Louis and I don't share any friends,Hunter,4
259,Nikki,Little,61,Female,39,188,178,1,4,265,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 29,Who were your parents?,My mother was Shannon and my father was Ciaran,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver,4
260,Elsie,Little,62,Female,38,105,115,3,4,287,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Brodie Mair,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 56 when she died,Housewife,3
261,Elle,Mclay,63,Female,37,123,124,1,4,281,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Elsie Little?,No. Elsie and I don't share any friends,Who were your parents?,My mother was Summer and my father was Reuben,Farmer,3
262,Amelia,Little,63,Female,37,138,116,2,4,282,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 33,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Housewife,3
263,Louis,Mclaren,63,Male,37,140,145,0,4,239,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I burned my left arm when I was 20,What happened to your left arm?,I crippled my left arm when I was 23,What happened to your left leg?,I scarred my left leg when I was 32,Who was your first friend?,My first friend was Corey Mcrae,Soldier,3
264,Lilly,Mclaren,64,Female,36,128,139,3,4,276,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 33,What is your eldest sibling's age?,My eldest sibling is Aimee who was born in the year 45,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,Farmer,3
265,Cody,Little,64,Male,36,141,120,1,4,259,ENTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I lost my right arm when I was 26,What happened to your left leg?,I scarred my left leg when I was 33,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Piper Little?,Yes. We have 1 shared friend. It's Nikki Little,Smith,3
266,Patricia,Grierson,64,Female,36,159,130,1,4,283,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Wendy and my father was Marcus,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 71 when he died,Housewife,3
267,Alistair,Ritchie,65,Male,35,128,139,2,4,249,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Lara?,I married Lara when I was 18 and they were 23,What happened to your torso?,I scarred my torso when I was 21,What happened to your right leg?,I crippled my right leg when I was 25,Who was your first friend?,My first friend was Corey Mcrae,Smith,3
269,Keira,Stanners,65,Female,35,176,157,3,4,288,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 17,What happened to your left leg?,I scarred my left leg when I was 31,Do you have any shared friends with Hayley Mair?,No. Hayley and I don't share any friends,Who were your parents?,My mother was Beth and my father was Gordon,Housewife,3
271,Cooper,Little,66,Male,34,141,120,1,4,252,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Elsie Little,What is your eldest sibling's age?,My eldest sibling is Ben who was born in the year 42,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I just have the one child,Hunter,3
272,Kerry,Mclay,66,Female,34,205,206,1,4,294,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 33,How old was your mother when she had you?,My mother was 19 years old when she had me,Do you have any shared friends with Gerald Evans?,Yes. We have 1 shared friend. It's Donald Stanners,Who were your parents?,My mother was Debbie and my father was Finn,Housewife,4
273,Louie,Little,67,Male,33,133,108,4,3,242,INTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 20,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 82 when he died,Hunter,3
274,Alistair,Bates,67,Male,33,158,155,2,4,254,ISTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who was your first friend?,My first friend was Lara Ritchie,What is your eldest sibling's age?,My eldest sibling is Stewart who was born in the year 52,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Soldier,3
275,Carly,Bates,67,Female,33,172,160,0,4,298,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Madison Bates?,No. Madison and I don't share any friends,Who were your parents?,My mother was Katrina and my father was Charlie,How many friends do you have?,I have 4 friends,Weaver,3
276,Lewis,Mclaren,68,Male,32,140,145,3,4,264,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Eden Ritchie,What is your eldest sibling's age?,My eldest sibling is Louis who was born in the year 63,Farmer,3
277,Donald,Stanners,68,Male,32,147,114,1,4,248,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Jill?,I married Jill when I was 18 and they were 27,What happened to your right arm?,I scarred my right arm when I was 27,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,Soldier,3
278,Noah,Husband,68,Male,32,161,154,1,4,253,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Zara?,I married Zara when I was 18 and they were 25,What happened to your right leg?,I scarred my right leg when I was 23,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Alistair Ritchie?,No. Alistair and I don't share any friends,Smith,3
279,Peter,Mutch,68,Male,32,172,160,0,4,255,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I burned my right arm when I was 30,Who were your parents?,My mother was Katrina and my father was Charlie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Soldier,3
280,Keith,Compton,68,Male,32,211,196,2,4,257,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 18,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Keira Stanners,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Alan who was born 12 years after me,Soldier,4
281,Aidan,Mclay,69,Male,31,127,129,1,4,261,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Elle?,I married Elle when I was 18 and they were 24,What happened to your right arm?,I scarred my right arm when I was 26,How old was your mother when she died?,My mother was 54 when she died,Do you have any children?,I just have the one child,Farmer,3
282,Jason,Little,69,Male,31,133,108,2,4,262,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Amelia?,I married Amelia when I was 18 and they were 24,How old was your mother when she had you?,My mother was 49 years old when she had me,Do you have any shared friends with Graeme Hampson?,No. Graeme and I don't share any friends,Who were your parents?,My mother was Vicky and my father was Robert,Smith,3
283,Edward,Grierson,69,Male,31,149,151,1,4,266,INTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Jason Little,Hunter,3
284,Claire,Dalgleish,69,Female,31,189,175,0,4,285,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Maya who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 28 years old when she had me,Housewife,4
285,Graham,Dalgleish,69,Male,31,209,191,0,4,284,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 19,What happened to your left leg?,I burned my left leg when I was 24,Do you have any shared friends with Conner Ritchie?,No. Conner and I don't share any friends,Who were your parents?,My mother was Thea and my father was Marcus,Smith,4
286,Charlie,Mair,70,Female,30,180,193,1,4,289,ESTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Cora Duncanson,Housewife,4
287,Cameron,Little,71,Male,29,141,120,3,4,260,ESTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Ben who was born in the year 42,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 49 years old when she had me,Farmer,3
288,Leon,Stanners,71,Male,29,147,114,3,4,269,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I burned my torso when I was 29,Do you have any shared friends with Louis Mclaren?,No. Louis and I don't share any friends,Who were your parents?,My mother was Pamela and my father was Kai,How many friends do you have?,I have 4 friends,Farmer,3
289,Ruaridh,Mair,71,Male,29,214,220,1,4,286,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sam Mclay,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Rhys who was born 4 years after me,Soldier,4
290,Maya,Gault,72,Female,28,189,175,0,3,297,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Aimee Morris?,No. Aimee and I don't share any friends,Housewife,4
291,Toni,Hampson,72,Female,28,213,219,1,4,307,ISTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Cora and my father was David,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 31 when he died,Housewife,4
292,Lauren,Mair,73,Female,27,164,167,2,4,303,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Charlie Mair,What is your eldest sibling's age?,My eldest sibling is Brodie who was born in the year 50,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Farmer,3
293,Sarah,Husband,73,Female,27,180,193,0,4,309,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Nathan Mclay?,No. Nathan and I don't share any friends,Who were your parents?,My mother was Lucie and my father was Ben,How many friends do you have?,I have 4 friends,Weaver,4
294,Nathan,Mclay,73,Male,27,203,192,1,4,272,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 58 when he died,Who was your first friend?,My first friend was Jason Little,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Eleanor who was born 8 years after me,Hunter,4
295,Cara,Mutch,73,Female,27,215,216,0,4,299,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Amelia Little?,No. Amelia and I don't share any friends,Weaver,4
296,Lisa,Ritchie,74,Female,26,201,190,0,4,311,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Aimee and my father was Oliver,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Farmer,4
297,Zak,Gault,74,Male,26,222,204,0,3,290,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 24,Who was your first friend?,My first friend was Andrea Mutch,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 27 when she died,Smith,4
299,Sam,Mutch,75,Male,25,172,160,0,4,295,ENTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 23,Who were your parents?,My mother was Katrina and my father was Charlie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Hunter,3
300,Erin,Little,75,Female,25,176,157,0,4,317,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Graeme Hampson,What is your eldest sibling's age?,My eldest sibling is Arthur who was born in the year 61,How old was your mother when she died?,My mother is actually still alive,Weaver,3
301,Joe,Evans,75,Male,25,179,181,0,4,305,ENFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Cara Mutch?,No. Cara and I don't share any friends,Who were your parents?,My mother was Ava and my father was Jon,Smith,4
302,Andrea,Mutch,75,Female,25,205,206,0,4,319,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 16,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Housewife,4
303,Rhys,Mair,75,Male,25,214,220,2,4,292,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Alana Mutch,What is your eldest sibling's age?,My eldest sibling is Ruaridh who was born in the year 71,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Hunter,4
304,Carla,Bates,76,Female,24,158,155,0,3,Single,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 16,What happened to your left leg?,I scarred my left leg when I was 18,How old was your mother when she had you?,My mother was 49 years old when she had me,Do you have any shared friends with Alan Bates?,No. Alan and I don't share any friends,Weaver,3
305,Vicky,Evans,76,Female,24,179,181,0,4,301,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Ava and my father was Jon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Weaver,4
306,Ellen,Hampson,76,Female,24,188,178,0,4,318,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Graham Dalgleish,What is your eldest sibling's age?,My eldest sibling is Nikki who was born in the year 61,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Housewife,4
307,Alastair,Hampson,76,Male,24,221,217,1,4,291,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I burned my right leg when I was 17,What happened to your left leg?,I crippled my left leg when I was 20,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Cody Little?,No. Cody and I don't share any friends,Hunter,4
308,Poppy,Hampson,78,Female,22,202,197,0,4,324,ISTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Amelia and my father was Lennon,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Farmer,4
309,Stuart,Husband,78,Male,22,225,210,0,3,293,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Claire Dalgleish,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Heather who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Farmer,4
310,Mandy,Evans,78,Female,22,227,226,0,3,315,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Stuart Husband?,No. Stuart and I don't share any friends,Who were your parents?,My mother was Ashleigh and my father was Jude,How many friends do you have?,I have 3 friends,Housewife,4
311,Sean,Ritchie,78,Male,22,228,238,0,4,296,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Alastair Hampson,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Bryan who was born 10 years after me,Smith,4
312,Alana,Mutch,79,Female,21,172,160,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 49 years old when she had me,Do you have any shared friends with Rhys Mair?,No. Rhys and I don't share any friends,Farmer,3
313,Samantha,Compton,79,Female,21,186,173,0,4,320,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Florence and my father was Muhammad,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Housewife,4
314,Mhairi,Duncanson,79,Female,21,213,219,0,3,Single,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Erin Little,What is your eldest sibling's age?,My eldest sibling is Toni who was born in the year 72,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver,4
315,Raymond,Evans,79,Male,21,215,216,0,4,310,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Mandy?,I married Mandy when I was 18 and they were 19,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Keith Compton?,No. Keith and I don't share any friends,Who were your parents?,My mother was Nicola and my father was Louis,Smith,4
316,Joshua,Gault,79,Male,21,218,198,0,4,323,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Zak Gault,Soldier,4
317,Shay,Little,80,Male,20,180,193,0,4,300,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 20,What is your eldest sibling's age?,My eldest sibling is Charlie who was born in the year 70,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Farmer,4
318,Connor,Hampson,80,Male,20,188,178,0,4,306,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Patricia Grierson?,No. Patricia and I don't share any friends,Who were your parents?,My mother was Shannon and my father was Ciaran,How many friends do you have?,I have 4 friends,Smith,4
319,Gerald,Mutch,80,Male,20,205,206,0,4,302,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Connor Hampson,What is your eldest sibling's age?,My eldest sibling is Kerry who was born in the year 66,Smith,4
320,Alan,Compton,80,Male,20,211,196,0,4,313,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Joe Evans?,No. Joe and I don't share any friends,Hunter,4
321,Adrian,Evans,81,Male,19,194,182,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Catherine and my father was Neil,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 49 when he died,Soldier,4
322,Eleanor,Mclay,81,Female,19,203,192,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Alastair Hampson,What is your eldest sibling's age?,My eldest sibling is Nathan who was born in the year 73,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver,4
323,Heather,Gault,81,Female,19,225,210,0,4,316,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Raymond Evans?,No. Raymond and I don't share any friends,Who were your parents?,My mother was Nova and my father was Campbell,How many friends do you have?,I have 4 friends,Weaver,4
324,Grayson,Hampson,82,Male,18,223,237,0,4,308,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Poppy?,I married Poppy when I was 18 and they were 22,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Sam Mutch,Farmer,4
325,Stephanie,Morris,83,Female,17,176,157,0,3,Single,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Arthur who was born in the year 61,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 49 years old when she had me,Farmer,3
326,Chantelle,Compton,83,Female,17,227,226,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Rhys Mair?,No. Rhys and I don't share any friends,Who were your parents?,My mother was Ashleigh and my father was Jude,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,4
327,Jaxon,Mcrae,83,Male,17,240,258,0,3,Single,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Adrian Evans,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Smith,5
328,Lily,Mclay,84,Female,16,200,184,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Vicky Evans?,No. Vicky and I don't share any friends,Who were your parents?,My mother was Mila and my father was Barrie,Farmer,4
