ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job
84,Sam,Brodie,15,Male,53,4,26,4,4,82,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Kirsty?,I married Kirsty when I was 18 and they were 20,What happened to your torso?,I scarred my torso when I was 23,What happened to your right arm?,I burned my right arm when I was 48,What happened to your torso?,I burned my torso when I was 50,Soldier
85,Charles,Bissett,15,Male,82,10,33,3,4,72,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Mandy?,I married Mandy when I was 18 and they were 23,What happened to your left leg?,I scarred my left leg when I was 37,What happened to your left leg?,I burned my left leg when I was 42,How old was your mother when she died?,My mother was 85 when she died,Soldier
86,Charlie,Mutch,15,Male,76,22,48,5,4,87,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 19,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Grant Caulfield?,No. Grant and I don't share any friends,Soldier
87,Sinead,Mutch,16,Female,81,11,34,5,4,86,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 20,What happened to your left arm?,I burned my left arm when I was 23,Who were your parents?,My mother was Lynne and my father was Grayson,How many friends do you have?,I have 4 friends,Farmer
88,Josh,Mutch,16,Male,69,22,48,1,4,90,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 24,What happened to your right leg?,I crippled my right leg when I was 26,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 80 when he died,Hunter
89,Carter,Lang,17,Male,83,8,36,3,4,92,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Carol?,I married Carol when I was 20 and they were 18,What happened to your right arm?,I scarred my right arm when I was 60,What happened to your left leg?,I burned my left leg when I was 62,Who was your first friend?,My first friend was Mandy Bissett,Hunter
90,Dawn,Mutch,17,Female,83,10,33,1,4,88,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 19,What happened to your right arm?,I scarred my right arm when I was 36,What is your eldest sibling's age?,My eldest sibling is Wendy who was born 33 years old,How old was your mother when she died?,My mother was 85 when she died,Weaver
91,Angela,Smith,17,Female,83,16,35,4,4,98,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 41,What happened to your left arm?,I scarred my left arm when I was 57,Do you have any children?,I have 4 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Weaver
92,Carol,Lang,18,Female,72,1,27,3,4,89,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 34,Do you have any shared friends with Dawn Mutch?,Yes. We have 1 shared friend, Oscar Mccrory,Who were your parents?,My mother was Ava and my father was Conor,How many friends do you have?,I have 4 friends,Weaver
93,Rebekah,Shankland,18,Female,82,18,40,5,4,107,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 29 when he died,Who was your first friend?,My first friend was Alana Farrell,What is your eldest sibling's age?,My eldest sibling is Shannon who was born 65 years old,Housewife
94,Aimee,Mair,18,Female,76,21,43,2,4,99,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I have 2 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Kirsty Brodie?,No. Kirsty and I don't share any friends,Housewife
95,Dylan,Copland,19,Male,75,5,29,1,4,79,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I burned my right leg when I was 30,What happened to your right arm?,I scarred my right arm when I was 56,What happened to your left leg?,I burned my left leg when I was 57,Who were your parents?,My mother was Ashley and my father was George,Soldier
96,Martyn,Lang,19,Male,81,8,36,2,4,100,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 16,How old were you when you married Hayley?,I married Hayley when I was 20 and they were 18,What happened to your left arm?,I burned my left arm when I was 21,How many friends do you have?,I have 4 friends,Hunter
97,Bruce,Thomas,19,Male,79,14,39,3,4,101,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I scarred my torso when I was 25,What happened to your left leg?,I burned my left leg when I was 33,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 86 when he died,Soldier
98,Riley,Smith,19,Male,65,16,35,4,4,91,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 23,What happened to your left leg?,I burned my left leg when I was 35,Who was your first friend?,My first friend was Alexandra Waters,What is your eldest sibling's age?,My eldest sibling is Linda who was born 59 years old,Hunter
99,Gareth,Mair,19,Male,70,24,45,2,4,94,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Aimee?,I married Aimee when I was 18 and they were 19,What happened to your left arm?,I lost my left arm when I was 40,How old was your mother when she died?,My mother was 74 when she died,Do you have any children?,I have 2 wonderful children!,Smith
100,Hayley,Lang,20,Female,31,10,33,2,4,96,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Joanna Caulfield?,No. Joanna and I don't share any friends,Who were your parents?,My mother was Lily and my father was Shaun,How many friends do you have?,I have 4 friends,Farmer
101,Emily,Thomas,20,Female,80,15,44,3,4,97,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 70 when he died,Who was your first friend?,My first friend was Josh Mutch,What is your eldest sibling's age?,My eldest sibling is Marion who was born 76 years old,Weaver
102,Oscar,Mccrory,21,Male,79,13,37,0,4,25,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I burned my right arm when I was 25,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Soldier
103,Brodie,Brodie,22,Male,78,4,26,5,4,108,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 22,Do you have any shared friends with Mitchell Ralston?,No. Mitchell and I don't share any friends,Who were your parents?,My mother was Kelsey and my father was Luke,How many friends do you have?,I have 4 friends,Hunter
104,Charley,Ralston,22,Female,78,17,46,1,4,105,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 69 when he died,Who was your first friend?,My first friend was Kai Mutch,What is your eldest sibling's age?,My eldest sibling is Rachael who was born 87 years old,Housewife
105,Wayne,Ralston,22,Male,78,21,43,1,4,104,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 16,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Hunter
106,Mitchell,Ralston,23,Male,49,21,43,1,4,116,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Lee?,I married Lee when I was 23 and they were 18,What happened to your left leg?,I burned my left leg when I was 39,What happened to your right leg?,I lost my right leg when I was 48,Do you have any shared friends with Brodie Brodie?,No. Brodie and I don't share any friends,Farmer
107,Josh,Shankland,24,Male,49,6,30,5,4,93,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 42,Who were your parents?,My mother was Matilda and my father was Greg,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Farmer
108,Lois,Brodie,24,Female,76,9,38,5,4,103,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I burned my left leg when I was 39,What happened to your right leg?,I crippled my right leg when I was 57,How old was your father when he died?,My father was 77 when he died,Who was your first friend?,My first friend was George Copland,Weaver
109,Rowan,Copland,24,Female,76,14,39,1,4,113,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 73,What is your eldest sibling's age?,My eldest sibling is Caitlin who was born 85 years old,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I just have the one child,Weaver
110,Lachlan,Plunkett,25,Male,75,3,28,0,4,Single,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Rowan Copland?,No. Rowan and I don't share any friends,Who were your parents?,My mother was Gracie and my father was Stuart,How many friends do you have?,I have 4 friends,Soldier
111,Elizabeth,Caulfield,25,Female,75,12,32,1,4,114,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I burned my torso when I was 48,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Sinead Mutch,Weaver
112,Charles,Brodie,26,Male,74,4,26,5,4,122,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Arlene who was born 38 years old,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Hunter
113,Taylor,Copland,26,Male,70,5,29,1,4,109,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I burned my torso when I was 17,Do you have any shared friends with Mitchell Ralston?,No. Mitchell and I don't share any friends,Who were your parents?,My mother was Ashley and my father was George,How many friends do you have?,I have 4 friends,Soldier
114,Ryan,Caulfield,26,Male,74,15,44,1,4,111,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Elizabeth?,I married Elizabeth when I was 18 and they were 19,What happened to your left arm?,I burned my left arm when I was 24,What happened to your left leg?,I burned my left leg when I was 64,Do you have any siblings?,Yes. I actually have 4 siblings,Smith
115,Ellis,Mutch,26,Male,74,22,48,5,4,125,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 17,What happened to your left arm?,I scarred my left arm when I was 58,How old was your father when he died?,My father was 80 when he died,Who was your first friend?,My first friend was Sam Brodie,Hunter
116,Lee,Ralston,27,Female,36,3,28,1,4,106,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 26,What happened to your left arm?,I burned my left arm when I was 33,What is your eldest sibling's age?,My eldest sibling is Frank who was born 79 years old,How old was your mother when she died?,My mother was 91 when she died,Farmer
117,Jayden,Baird,27,Male,71,66,58,5,4,119,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Sophie?,I married Sophie when I was 20 and they were 18,What happened to your torso?,I scarred my torso when I was 21,What happened to your torso?,I crippled my torso when I was 44,Do you have any children?,I have 5 wonderful children!,Soldier
118,Elise,Mccrory,28,Female,53,5,29,3,4,120,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Emily Thomas?,No. Emily and I don't share any friends,Who were your parents?,My mother was Ashley and my father was George,How many friends do you have?,I have 4 friends,Farmer
119,Sophie,Baird,28,Female,72,12,32,5,4,117,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I burned my torso when I was 55,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Marion Harkness,Weaver
120,Mohammed,Mccrory,28,Male,72,13,37,3,4,118,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Elise?,I married Elise when I was 18 and they were 18,What is your eldest sibling's age?,My eldest sibling is Rowan who was born 62 years old,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I have 3 wonderful children!,Soldier
121,Gerald,Mair,28,Male,39,54,71,1,4,133,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 18,How old were you when you married Christina?,I married Christina when I was 27 and they were 18,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Riley Smith?,No. Riley and I don't share any friends,Smith
122,Mirren,Brodie,29,Female,66,6,30,5,4,112,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I burned my torso when I was 26,What happened to your right leg?,I scarred my right leg when I was 29,Who were your parents?,My mother was Matilda and my father was Greg,How many friends do you have?,I have 4 friends,Farmer
123,Kris,Copland,29,Male,71,51,57,5,4,126,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 28 when he died,Who was your first friend?,My first friend was Ryan Caulfield,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Mya who was born 17 years after me,Hunter
124,Kian,Farrell,30,Male,70,52,56,3,4,138,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I burned my right leg when I was 20,What happened to your right arm?,I burned my right arm when I was 32,How old was your mother when she died?,My mother was 87 when she died,Do you have any children?,I have 3 wonderful children!,Hunter
125,Lyndsay,Mutch,30,Female,70,60,75,5,4,115,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 44,What happened to your right arm?,I crippled my right arm when I was 56,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Sophie Baird?,No. Sophie and I don't share any friends,Weaver
126,Shannon,Copland,31,Female,69,67,78,5,4,123,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 36,What happened to your right leg?,I burned my right leg when I was 54,Who were your parents?,My mother was Marion and my father was Iain,How many friends do you have?,I have 4 friends,Farmer
127,Stephen,Smith,31,Male,69,68,80,4,4,134,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Jayden Baird,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Calum who was born 1 years after me,Farmer
128,Calum,Smith,32,Male,59,68,80,2,4,136,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I lost my left leg when I was 18,What happened to your right leg?,I burned my right leg when I was 20,What happened to your right arm?,I burned my right arm when I was 32,What happened to your left arm?,I lost my left arm when I was 56,Smith
129,Brooke,Ralston,34,Female,56,73,81,3,4,130,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 21,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 24 years old when she had me,Farmer
130,Keith,Ralston,34,Male,66,76,62,3,4,129,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Mirren Brodie?,No. Mirren and I don't share any friends,Who were your parents?,My mother was Caitlin and my father was Gregor,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer
131,Cora,Brodie,35,Female,65,53,63,4,4,137,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Mirren Brodie,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 38 when she died,Weaver
132,Shaun,Bissett,35,Male,65,72,85,4,4,139,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 50,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Lyndsay Mutch?,No. Lyndsay and I don't share any friends,Hunter
133,Christina,Mair,36,Female,64,52,56,1,4,121,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 61,Who were your parents?,My mother was Rachael and my father was Gabriel,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Farmer
134,Jill,Smith,36,Female,64,61,77,4,4,127,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 47,How old was your father when he died?,My father was 27 when he died,Who was your first friend?,My first friend was Christina Mair,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Mitchell who was born 10 years after me,Weaver
135,Hunter,Mutch,36,Male,64,87,86,2,4,148,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 17,What happened to your left arm?,I scarred my left arm when I was 21,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 2 wonderful children!,Soldier
136,Lyla,Smith,38,Female,62,72,85,2,4,128,ESTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Stephen Smith?,No. Stephen and I don't share any friends,Who were your parents?,My mother was Mandy and my father was Charles,How many friends do you have?,I have 4 friends,Farmer
137,Patrick,Brodie,38,Male,62,82,84,4,4,131,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 44,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 53 when he died,Who was your first friend?,My first friend was Lee Ralston,Hunter
138,Amber,Farrell,38,Female,62,87,86,3,4,124,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Hunter who was born 64 years old,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 22 years old when she had me,Housewife
139,Lily,Bissett,39,Female,61,67,78,4,4,132,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Stephen Smith?,No. Stephen and I don't share any friends,Who were your parents?,My mother was Marion and my father was Iain,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Farmer
140,Mollie,Shankland,39,Female,61,82,84,2,4,151,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 53 when he died,Who was your first friend?,My first friend was Dylan Copland,What is your eldest sibling's age?,My eldest sibling is Patrick who was born 62 years old,How old was your mother when she died?,My mother was 81 when she died,Housewife
141,Courtney,Mutch,39,Female,61,92,89,1,4,157,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Gerald Mair?,No. Gerald and I don't share any friends,Who were your parents?,My mother was Carol and my father was Carter,Housewife
142,Ruby,Farrell,39,Female,61,100,96,1,4,158,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Declan Mair,Weaver
143,Anna,Ralston,40,Female,60,94,99,1,4,146,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Kelly who was born 4 years after me,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 22 years old when she had me,Weaver
144,Lee,Smith,41,Male,59,91,98,5,4,174,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 51,Do you have any shared friends with Calum Smith?,No. Calum and I don't share any friends,Who were your parents?,My mother was Angela and my father was Riley,How many friends do you have?,I have 4 friends,Farmer
145,Harry,Caulfield,42,Male,58,73,81,0,4,167,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I scarred my torso when I was 18,What happened to your right arm?,I scarred my right arm when I was 38,What happened to your right arm?,I crippled my right arm when I was 42,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer
146,Jonathan,Ralston,42,Male,58,76,62,1,4,143,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Anna?,I married Anna when I was 18 and they were 20,How old was your father when he died?,My father was 70 when he died,Who was your first friend?,My first friend was Shannon Copland,What is your eldest sibling's age?,My eldest sibling is Keith who was born 66 years old,Soldier
147,Kaitlin,Brodie,42,Female,58,82,84,2,4,156,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Ruby Farrell?,No. Ruby and I don't share any friends,Weaver
148,Lily,Mutch,42,Female,58,91,98,2,4,135,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Angela and my father was Riley,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 65 when he died,Weaver
149,Morgan,Smith,43,Male,57,68,80,3,4,159,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 16,What happened to your left leg?,I scarred my left leg when I was 32,Who was your first friend?,My first friend was Harry Caulfield,What is your eldest sibling's age?,My eldest sibling is Stephen who was born 69 years old,Farmer
150,Henry,Smith,43,Male,57,91,98,3,4,178,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 47,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 26 years old when she had me,Soldier
151,Craig,Shankland,43,Male,57,93,107,2,4,140,INTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I burned my left leg when I was 16,What happened to your right arm?,I crippled my right arm when I was 24,Do you have any shared friends with Morgan Smith?,No. Morgan and I don't share any friends,Who were your parents?,My mother was Rebekah and my father was Josh,Smith
152,Charles,Mutch,44,Male,21,64,83,0,4,Single,ENTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 17,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 21 when he died,Smith
153,Hanna,Ralston,44,Female,56,66,58,4,4,154,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 18,What happened to your left leg?,I scarred my left leg when I was 55,Who was your first friend?,My first friend was Amber Farrell,What is your eldest sibling's age?,My eldest sibling is Jayden who was born 71 years old,Weaver
154,Jordan,Ralston,44,Male,56,76,62,4,4,153,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Christina Mair?,No. Christina and I don't share any friends,Smith
155,Kelly,Brodie,44,Female,56,94,99,3,4,160,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 35,Who were your parents?,My mother was Aimee and my father was Gareth,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Weaver
156,Benjamin,Brodie,44,Male,40,108,103,2,4,147,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lily Mutch,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Conor who was born 1 years after me,How old was your mother when she died?,My mother is actually still alive,Smith
157,Muhammad,Mutch,45,Male,34,64,83,1,4,141,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Patrick Brodie?,Yes. We have 1 shared friend, Angela Smith,Who were your parents?,My mother was Sienna and my father was Kai,Smith
158,Nathan,Farrell,45,Male,55,65,70,1,4,142,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 55,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 72 when he died,Soldier
159,Angela,Smith,45,Female,55,100,96,3,4,149,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Patrick Brodie,What is your eldest sibling's age?,My eldest sibling is Ruby who was born 61 years old,How old was your mother when she died?,My mother was 31 when she died,Do you have any children?,I have 3 wonderful children!,Housewife
160,Conor,Brodie,45,Male,42,108,103,3,4,155,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old were you when you married Kelly?,I married Kelly when I was 18 and they were 19,What happened to your left arm?,I burned my left arm when I was 19,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Anna Ralston?,No. Anna and I don't share any friends,Smith
161,Mya,Bissett,46,Female,54,51,57,0,4,164,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Rowan and my father was Greig,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 28 when he died,Farmer
162,Gordon,Mair,46,Male,54,54,71,0,4,Single,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who was your first friend?,My first friend was Jordan Ralston,What is your eldest sibling's age?,My eldest sibling is Gerald who was born 39 years old,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I don't have any children,Smith
163,Mitchell,Husband,46,Male,54,61,77,5,4,181,ESTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 16,What happened to your torso?,I burned my torso when I was 42,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Mya Bissett?,No. Mya and I don't share any friends,Soldier
164,Ross,Bissett,46,Male,54,72,85,0,4,161,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Mya?,I married Mya when I was 18 and they were 18,Who were your parents?,My mother was Mandy and my father was Charles,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Soldier
165,Alisha,Ralston,46,Female,54,73,81,4,4,166,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 37 when he died,Who was your first friend?,My first friend was Kaitlin Brodie,What is your eldest sibling's age?,My eldest sibling is Brooke who was born 56 years old,How old was your mother when she died?,My mother was 73 when she died,Weaver
166,Theodore,Ralston,46,Male,54,76,62,4,4,165,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 35 years old when she had me,Do you have any shared friends with Alisha Ralston?,No. Alisha and I don't share any friends,Who were your parents?,My mother was Caitlin and my father was Gregor,Hunter
167,Mila,Caulfield,46,Female,54,79,95,0,4,145,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Gordon Mair,Weaver
